"id","age","year","wrkstat","hrs1","marital","degree","sphrs1","postlife","sex","SIBS","agekdbrn","othlang","born","neisafe","hsbio","hschem","natspac","nextgen","grass","hrlax","colsci","fmi","numpets","trust","tvhours","sop","ssi","sphrs2","educ","moos","faos","realrinc","wordsum","rhs","Male","pres"
725,54,2018,"keeping house",NA,"never married","high school",NA,"yes","female",11,19,"no","yes","somewhat safe","no","no",NA,"agree",NA,NA,"no",3405,NA,NA,8,NA,NA,NA,12,39,NA,NA,5,"fair","female",38
1774,54,2018,"keeping house",NA,"divorced","lt high school",NA,"no","female",4,32,"yes","yes","somewhat safe",NA,NA,NA,"strongly agree",NA,NA,"no",20430,NA,NA,5,NA,NA,NA,8,NA,72,NA,6,NA,"female",NA
1883,54,2018,"keeping house",NA,"married","high school",35,"yes","female",7,21,"yes","no","very unsafe","no","no","too much","agree",NA,NA,"no",14755,NA,NA,2,39,30,NA,12,42,38,NA,1,"good","female",35
2215,54,2018,"keeping house",NA,"never married","high school",NA,"yes","male",8,NA,"no","yes","very safe","no","no","too much","agree","not legal",NA,"no",20430,NA,"can trust",3,24,20,NA,12,48,NA,NA,7,"fair","male",29
1668,54,2018,"other",NA,"married","high school",NA,"no","female",5,16,"no","yes","very safe","no","no","too much","agree","legal",NA,"no",6242,NA,"can't be too careful",2,35,32,NA,10,25,NA,NA,6,"fair","female",48
1727,54,2018,"other",NA,"divorced","high school",NA,"yes","male",12,18,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,10782,0,"can't be too careful",6,NA,NA,NA,12,50,38,NA,6,NA,"male",38
2314,54,2018,"other",NA,"divorced","high school",NA,"yes","female",2,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,3405,1,"can't be too careful",NA,NA,NA,NA,12,48,25,NA,NA,"fair","female",48
1027,55,2018,"working fulltime",86,"widowed","high school",NA,"yes","male",4,21,"yes","yes","very safe","yes","yes",NA,"disagree",NA,0,"no",119879,NA,NA,1,NA,NA,NA,12,NA,35,63560,6,NA,"male",42
1899,55,2018,"working fulltime",65,"married","lt high school",60,"yes","female",7,22,"no","no","somewhat safe",NA,NA,NA,"agree",NA,3,"no",63560,NA,NA,3,28,25,NA,8,NA,46,30645,6,NA,"female",33
439,55,2018,"working fulltime",60,"married","graduate",NA,"yes","female",1,31,"no","yes","very safe","yes","yes","about right","agree","not legal",3,"yes",119879,NA,"can trust",0,58,71,NA,18,64,26,151050,10,NA,"female",NA
1811,55,2018,"working fulltime",60,"married","lt high school",45,"yes","male",3,30,"yes","yes","very safe","no","no",NA,"agree",NA,4,"no",30645,NA,NA,2,53,62,NA,14,51,NA,14755,7,NA,"male",49
1946,55,2018,"working fulltime",60,"married","graduate",NA,"yes","male",4,35,"no","yes","very safe",NA,NA,"about right","agree",NA,NA,NA,119879,NA,NA,1,38,39,NA,16,64,63,151050,9,"good","male",72
1285,55,2018,"working fulltime",55,"separated","high school",NA,"yes","male",2,24,"no","yes","very safe",NA,NA,NA,NA,NA,5,NA,24970,2,"can't be too careful",NA,NA,NA,NA,12,NA,39,24970,NA,NA,"male",28
1688,55,2018,"working fulltime",55,"divorced","high school",NA,"yes","male",3,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",4,NA,30645,0,"can trust",2,NA,NA,NA,12,31,NA,30645,9,NA,"male",48
1031,55,2018,"working fulltime",50,"never married","high school",NA,NA,"male",5,47,"yes","yes","very safe","yes","yes",NA,"strongly agree",NA,2,"no",119879,NA,NA,4,47,65,NA,12,64,31,45400,6,NA,"male",70
1105,55,2018,"working fulltime",50,"never married","high school",NA,"no","male",7,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",3,NA,20430,0,"can't be too careful",NA,NA,NA,NA,11,48,35,20430,NA,NA,"male",43
2245,55,2018,"working fulltime",50,"divorced","high school",NA,"yes","female",3,24,"no","yes",NA,"no","no",NA,"agree",NA,4,"no",9647,NA,NA,0,NA,NA,NA,12,NA,35,1589,5,NA,"female",45
1784,55,2018,"working fulltime",45,"widowed","junior college",NA,"yes","female",3,24,"no","yes","very safe","yes","no","about right","strongly agree","not legal",2,"no",9647,NA,"can't be too careful",0,NA,NA,NA,14,NA,45,227,3,"excellent","female",35
790,55,2018,"working fulltime",42,"divorced","junior college",NA,"no","male",1,35,"no","yes","very safe",NA,NA,"too much",NA,"legal",3,NA,30645,1,"can't be too careful",NA,NA,NA,NA,14,64,70,30645,NA,"excellent","male",42
10,55,2018,"working fulltime",40,"married","high school",NA,"yes","male",2,30,"no","yes","somewhat safe",NA,NA,"too little","strongly disagree","legal",4,NA,45400,1,"can't be too careful",2,28,21,NA,12,72,44,45400,6,NA,"male",39
56,55,2018,"working fulltime",40,"divorced","bachelor",NA,"yes","male",1,43,"yes","yes","very safe",NA,NA,NA,NA,"legal",5,NA,63560,2,"can trust",NA,NA,NA,NA,14,42,26,63560,NA,NA,"male",66
141,55,2018,"working fulltime",40,"divorced","junior college",NA,NA,"male",3,36,"no","yes","somewhat safe",NA,NA,"too little",NA,"not legal",8,NA,45400,0,"can't be too careful",NA,NA,NA,NA,14,48,31,20430,NA,"good","male",44
344,55,2018,"working fulltime",40,"married","graduate",NA,"yes","male",1,33,"yes","yes","very safe",NA,NA,NA,NA,"not legal",3,NA,119879,1,"can trust",0,64,71,NA,18,61,NA,151050,7,NA,"male",39
391,55,2018,"working fulltime",40,"divorced","high school",NA,"yes","female",4,18,"no","yes","somewhat safe",NA,NA,NA,NA,NA,0,NA,17025,NA,"can trust",NA,NA,NA,NA,13,35,NA,NA,NA,"good","female",25
533,55,2018,"working fulltime",40,"never married","high school",NA,"yes","male",7,20,"no","yes","very safe",NA,NA,NA,NA,"not legal",5,NA,20430,0,"can't be too careful",4,NA,NA,NA,12,NA,50,20430,6,NA,"male",61
646,55,2018,"working fulltime",40,"divorced","graduate",NA,"yes","female",8,NA,"yes","no",NA,"yes","no",NA,"disagree","legal",4,"yes",54480,NA,"can trust",0,NA,NA,NA,18,NA,46,54480,6,"excellent","female",69
848,55,2018,"working fulltime",40,"married","junior college",40,"no","female",24,27,"yes","no","somewhat safe","yes","yes","about right","strongly agree","legal",5,"no",37455,NA,"can't be too careful",1,24,20,NA,14,NA,32,20430,8,"excellent","female",47
948,55,2018,"working fulltime",40,"married","high school",NA,NA,"male",8,33,"yes","no","very safe",NA,NA,NA,NA,"legal",8,NA,20430,0,"can trust",NA,30,20,NA,15,27,47,10782,NA,NA,"male",42
1013,55,2018,"working fulltime",40,"married","bachelor",40,"yes","female",2,16,"no","yes","very safe","no","no","about right","strongly agree","legal",2,"yes",45400,NA,"can trust",2,35,32,NA,16,40,45,37455,7,"good","female",45
1134,55,2018,"working fulltime",40,"married","bachelor",40,"no","male",1,36,"no","yes","very safe",NA,NA,NA,NA,"legal",4,NA,119879,5,"can't be too careful",2,47,38,NA,16,31,46,151050,8,NA,"male",53
1155,55,2018,"working fulltime",40,"never married","high school",NA,"yes","male",3,30,"no","yes","somewhat safe",NA,NA,NA,NA,NA,10,NA,45400,1,"can't be too careful",4,NA,NA,NA,13,61,31,45400,6,NA,"male",24
1305,55,2018,"working fulltime",40,"divorced","high school",NA,"yes","male",1,34,"no","yes","very safe",NA,NA,NA,NA,"legal",8,NA,24970,1,"can trust",NA,NA,NA,NA,12,36,35,24970,NA,NA,"male",29
1462,55,2018,"working fulltime",40,"divorced","high school",NA,"yes","female",6,17,"no","yes","somewhat safe",NA,NA,"too much",NA,"legal",6,NA,5107,0,"can't be too careful",NA,NA,NA,NA,12,35,NA,5107,NA,NA,"female",48
1600,55,2018,"working fulltime",40,"never married","high school",NA,"yes","female",4,NA,"no","yes","somewhat safe",NA,NA,"too much",NA,"legal",4,NA,17025,3,"can't be too careful",NA,49,62,NA,12,NA,24,17025,NA,"fair","female",49
1664,55,2018,"working fulltime",40,"widowed","bachelor",NA,"yes","female",2,NA,"no","yes","very safe","yes","no","about right","agree","legal",6,"yes",45400,NA,"can't be too careful",2,NA,NA,NA,16,31,50,45400,5,NA,"female",60
1723,55,2018,"working fulltime",40,"married","junior college",35,"no","male",1,26,"no","yes","very safe",NA,NA,NA,NA,"legal",4,NA,37455,2,"can't be too careful",3,38,59,NA,15,54,NA,30645,7,NA,"male",59
2004,55,2018,"working fulltime",40,"married","bachelor",20,"yes","female",4,26,"no","yes","very safe",NA,NA,NA,NA,"not legal",4,NA,54480,2,"can trust",3,53,59,NA,17,51,NA,45400,8,NA,"female",61
2169,55,2018,"working fulltime",40,"married","high school",40,"yes","female",8,20,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",2,NA,45400,3,"can't be too careful",NA,33,63,NA,10,33,24,14755,NA,"fair","female",25
2248,55,2018,"working fulltime",40,"married","high school",40,"no","male",1,28,"no","yes","very safe",NA,NA,NA,NA,"legal",4,NA,54480,6,"can't be too careful",NA,72,77,NA,12,28,35,54480,NA,NA,"male",49
469,55,2018,"working fulltime",37,"married","bachelor",40,"no","female",3,NA,"no","yes","very safe",NA,NA,"too much","strongly agree",NA,1,"yes",119879,NA,NA,3,53,73,NA,16,40,44,37455,3,"excellent","female",53
111,55,2018,"working fulltime",36,"divorced","junior college",NA,NA,"female",5,23,"no","yes","very safe",NA,NA,NA,NA,"legal",2,NA,45400,1,"can't be too careful",NA,NA,NA,NA,14,37,40,45400,NA,NA,"female",64
89,55,2018,"working fulltime",35,"married","graduate",35,"no","male",2,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",3,NA,45400,3,"can trust",3,47,38,NA,18,49,59,24970,9,NA,"male",55
1460,55,2018,"working fulltime",35,"married","graduate",40,"yes","female",2,24,"no","yes","very safe","yes","yes",NA,"strongly agree",NA,1,"yes",72640,NA,NA,0,42,39,NA,18,64,64,45400,6,"excellent","female",72
2168,55,2018,"working fulltime",34,"never married","lt high school",NA,"yes","female",9,19,"no","yes","somewhat safe",NA,NA,NA,NA,"not legal",3,NA,30645,0,"can't be too careful",1,NA,NA,NA,9,NA,NA,20430,4,NA,"female",33
1599,55,2018,"working fulltime",32,"divorced","high school",NA,"yes","female",4,24,"no","yes","very safe",NA,NA,NA,NA,"legal",0,NA,6242,0,"can't be too careful",NA,NA,NA,NA,9,NA,29,6242,NA,NA,"female",30
1215,55,2018,"working parttime",25,"divorced","high school",NA,"yes","male",2,25,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",5,NA,1589,2,"can't be too careful",NA,NA,NA,NA,11,NA,25,1589,NA,NA,"male",45
1691,55,2018,"working parttime",25,"divorced","junior college",NA,"yes","female",2,32,"no","yes","very safe","yes","yes","about right","strongly agree",NA,5,"yes",7377,NA,"can't be too careful",2,NA,NA,NA,16,52,50,6242,7,"excellent","female",51
35,55,2018,"working parttime",16,"divorced","lt high school",NA,"yes","female",8,19,"yes","no","very safe","yes","no","too much","strongly agree","not legal",7,"no",NA,NA,"can't be too careful",2,NA,NA,NA,10,NA,32,NA,5,NA,"female",35
2019,55,2018,"working fulltime",1,"married","bachelor",NA,"yes","male",1,30,"no","yes","very safe","yes","yes","about right","agree","not legal",NA,"yes",119879,NA,"can trust",1,42,26,NA,18,36,50,151050,8,NA,"male",65
1821,55,2018,"temp not working",NA,"married","junior college",NA,"yes","male",2,33,"yes","yes","somewhat unsafe",NA,NA,NA,NA,"not legal",5,NA,7377,2,"can't be too careful",2,NA,NA,NA,14,27,35,6242,6,NA,"male",44
17,55,2018,"unempl, laid off",NA,"married","bachelor",45,NA,"female",1,NA,"yes","yes","very safe",NA,NA,"too little","strongly disagree","legal",NA,NA,45400,0,"can trust",3,33,53,NA,16,31,59,30645,9,NA,"female",64
1048,55,2018,"unempl, laid off",NA,"divorced","graduate",NA,"no","female",0,24,"yes","no","somewhat safe",NA,NA,"about right",NA,"not legal",NA,NA,12485,2,"can trust",NA,NA,NA,NA,18,NA,NA,227,NA,"good","female",38
450,55,2018,"keeping house",NA,"never married","lt high school",NA,"yes","female",5,15,"no","yes","somewhat unsafe",NA,NA,"too much","agree","legal",NA,"no",NA,NA,"can't be too careful",12,NA,NA,NA,0,35,NA,NA,NA,"good","female",48
2136,55,2018,"keeping house",NA,"married","high school",NA,"yes","female",2,20,"no","yes","very safe","yes","yes",NA,"strongly agree",NA,NA,"no",7377,NA,NA,3,40,38,NA,12,NA,49,NA,9,NA,"female",39
1850,55,2018,"other",NA,"married","lt high school",NA,"no","male",2,30,"yes","yes","very safe",NA,NA,NA,NA,NA,NA,NA,4086,19,"can't be too careful",8,NA,NA,NA,7,NA,45,NA,3,NA,"male",45
145,56,2018,"working fulltime",65,"divorced","high school",NA,"yes","male",6,20,"yes","yes","somewhat unsafe",NA,NA,NA,NA,"legal",1,NA,30645,0,"can't be too careful",1,NA,NA,NA,12,35,35,30645,7,NA,"male",59
896,56,2018,"working fulltime",61,"divorced","lt high school",NA,NA,"male",4,28,"no","yes","somewhat safe","no","no","about right","agree",NA,10,"no",30645,NA,NA,2,NA,NA,NA,13,35,NA,30645,6,"excellent","male",35
918,56,2018,"working fulltime",60,"married","high school",80,"yes","male",1,18,"no","yes","very safe","yes","no","about right","agree","not legal",4,"no",45400,NA,"can't be too careful",3,35,21,NA,14,24,NA,17025,7,"good","male",35
1829,56,2018,"working fulltime",60,"divorced","bachelor",NA,"yes","female",2,23,"no","yes","very safe",NA,NA,NA,NA,"not legal",2,NA,63560,12,"can't be too careful",NA,NA,NA,NA,16,35,60,63560,NA,NA,"female",31
2235,56,2018,"working fulltime",55,"married","lt high school",NA,"yes","female",3,17,"no","yes","very safe",NA,NA,NA,NA,NA,NA,NA,24970,0,"can't be too careful",NA,36,28,55,11,NA,NA,12485,NA,NA,"female",33
340,56,2018,"working fulltime",50,"divorced","bachelor",NA,"yes","female",3,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",3,NA,119879,0,"can trust",2,40,53,NA,16,NA,31,151050,10,NA,"female",49
603,56,2018,"working fulltime",50,"married","high school",30,"yes","male",2,26,"no","yes","very safe",NA,NA,NA,NA,"not legal",4,NA,30645,3,"can't be too careful",4,35,21,NA,13,NA,65,24970,5,NA,"male",48
706,56,2018,"working fulltime",50,"divorced","high school",NA,"yes","female",4,23,"yes","yes","very safe","no","no",NA,"agree",NA,2,"no",37455,NA,NA,2,NA,NA,NA,12,NA,40,37455,5,NA,"female",53
1937,56,2018,"working fulltime",50,"married","graduate",40,"yes","female",3,29,"no","yes","very safe","yes","yes","too little","agree",NA,3,"yes",119879,NA,NA,1,73,86,NA,18,47,50,37455,6,NA,"female",65
1941,56,2018,"working fulltime",50,"married","graduate",40,"yes","male",4,29,"no","yes","very safe","yes","yes",NA,"strongly agree",NA,5,"yes",63560,NA,NA,2,47,38,NA,20,61,47,63560,6,NA,"male",72
2276,56,2018,"working fulltime",50,"married","junior college",24,"yes","male",8,24,"no","yes","very safe",NA,NA,"about right",NA,"not legal",3,NA,45400,11,"can't be too careful",NA,47,51,NA,14,55,NA,908,NA,"excellent","male",38
785,56,2018,"working fulltime",48,"divorced","high school",NA,"yes","male",3,30,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",4,NA,37455,1,"can trust",4,NA,NA,NA,12,NA,60,30645,4,NA,"male",38
34,56,2018,"working fulltime",46,"divorced","bachelor",NA,"no","female",4,NA,"no","yes","very safe","yes","yes","about right","strongly disagree",NA,0,"yes",54480,NA,NA,3,NA,NA,NA,16,38,NA,54480,8,"good","female",64
530,56,2018,"working fulltime",45,"divorced","high school",NA,NA,"female",1,45,"no","yes","very safe",NA,NA,NA,NA,"legal",3,NA,24970,2,"can't be too careful",NA,NA,NA,NA,12,47,48,24970,NA,NA,"female",48
584,56,2018,"working fulltime",45,"never married","high school",NA,"no","male",2,24,"no","yes","somewhat unsafe","no","no","too little","agree","legal",8,"no",10782,NA,"can't be too careful",6,NA,NA,NA,12,53,35,10782,4,"good","male",33
1274,56,2018,"working fulltime",45,"divorced","high school",NA,"yes","male",7,19,"no","yes","somewhat safe","no","no","too much","strongly agree","legal",7,"no",10782,NA,"can't be too careful",5,NA,NA,NA,12,31,39,10782,6,"fair","male",40
1925,56,2018,"working fulltime",45,"never married","lt high school",NA,"yes","male",3,21,"yes","yes","somewhat unsafe","yes","yes","about right","strongly agree",NA,4,"no",20430,NA,NA,5,NA,NA,NA,11,25,45,12485,4,"excellent","male",32
2003,56,2018,"working fulltime",45,"married","bachelor",48,"yes","female",3,26,"no","yes","very safe","yes","yes","about right","agree","not legal",3,"yes",119879,NA,"can't be too careful",2,51,28,NA,17,33,46,24970,6,"excellent","female",46
2317,56,2018,"working fulltime",44,"married","bachelor",NA,"no","male",2,NA,"no","yes","very safe","yes","yes","too little","agree",NA,3,"yes",54480,NA,NA,2,47,38,NA,17,37,24,54480,7,NA,"male",50
845,56,2018,"working fulltime",40,"married","high school",40,"yes","male",4,18,"no","yes","somewhat unsafe",NA,NA,"too little",NA,"not legal",4,NA,37455,0,NA,NA,24,20,NA,14,28,38,30645,NA,"fair","male",50
1301,56,2018,"working fulltime",40,"never married","bachelor",NA,"yes","male",2,NA,"no","yes","very safe",NA,NA,"about right",NA,"not legal",6,NA,37455,0,"can trust",NA,NA,NA,NA,16,NA,49,37455,NA,"good","male",72
1466,56,2018,"working fulltime",40,"divorced","high school",NA,"no","female",5,25,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",6,NA,30645,3,"can trust",NA,51,78,NA,16,NA,47,30645,NA,NA,"female",45
2062,56,2018,"working fulltime",40,"separated","junior college",NA,"yes","female",10,17,"no","yes","somewhat safe","no","no","too little","strongly agree",NA,4,"no",17025,NA,"can't be too careful",3,NA,NA,NA,14,NA,33,17025,5,"good","female",32
2109,56,2018,"working fulltime",40,"married","bachelor",NA,"yes","female",3,22,"no","yes","very safe",NA,NA,NA,NA,"not legal",5,NA,119879,0,"can't be too careful",NA,64,82,40,16,64,68,151050,NA,"excellent","female",39
2250,56,2018,"working fulltime",40,"divorced","junior college",NA,"yes","female",5,20,"no","yes","very safe","no","no",NA,"agree",NA,6,"no",20430,NA,NA,3,NA,NA,NA,14,33,NA,20430,4,NA,"female",24
2201,56,2018,"working fulltime",38,"divorced","high school",NA,"yes","female",5,23,"no","yes","somewhat safe","no","yes","too much","agree",NA,2,"no",10782,NA,NA,14,NA,NA,NA,10,32,40,2043,4,"good","female",48
829,56,2018,"working fulltime",32,"divorced","bachelor",NA,"yes","female",3,26,"no","yes","very safe",NA,NA,NA,NA,NA,3,NA,37455,1,"can trust",NA,NA,NA,NA,16,NA,35,37455,NA,"good","female",55
1485,56,2018,"working fulltime",30,"divorced","bachelor",NA,"no","female",2,NA,"no","yes","very safe",NA,NA,NA,NA,"not legal",6,NA,119879,2,"can trust",NA,NA,NA,NA,16,64,60,151050,NA,NA,"female",80
2190,56,2018,"working fulltime",30,"married","bachelor",28,"yes","female",1,33,"no","yes","somewhat safe","yes","yes","about right","strongly agree","not legal",2,"yes",37455,NA,"can trust",1,52,49,NA,16,NA,59,30645,9,"good","female",64
112,56,2018,"working parttime",28,"married","high school",50,"yes","female",2,30,"yes","yes","very safe","yes","yes","about right","agree",NA,4,"no",72640,NA,"can't be too careful",1,61,71,NA,12,47,38,6242,6,"excellent","female",47
1820,56,2018,"working parttime",28,"never married","high school",NA,"yes","male",8,25,"no","yes","somewhat safe",NA,NA,"about right",NA,"legal",4,NA,5107,0,"can't be too careful",NA,NA,NA,NA,13,NA,43,4086,NA,"good","male",20
1633,56,2018,"working parttime",20,"married","high school",NA,"yes","female",11,24,"no","yes","somewhat safe",NA,NA,"about right",NA,"legal",3,NA,17025,20,"can't be too careful",NA,35,25,NA,12,NA,35,9647,NA,"good","female",48
25,56,2018,"working parttime",15,"married","bachelor",60,"yes","female",11,27,"no","yes","very safe","yes","no","about right","agree",NA,2,"yes",37455,NA,NA,2,59,69,NA,16,44,50,8512,8,"good","female",54
859,56,2018,"working fulltime",1,"married","bachelor",48,"yes","female",4,23,"no","yes","very safe",NA,NA,NA,NA,"legal",5,NA,NA,0,"can't be too careful",3,42,48,NA,17,NA,66,45400,5,NA,"female",48
105,56,2018,"temp not working",NA,"never married","graduate",NA,"no","male",1,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",8,NA,30645,0,"depends",8,NA,NA,NA,18,31,42,30645,8,NA,"male",63
1526,56,2018,"temp not working",NA,"married","high school",NA,"yes","female",4,22,"no","yes","very safe","no","no",NA,"strongly agree",NA,0,"no",45400,NA,NA,4,62,50,NA,12,35,48,30645,5,NA,"female",45
302,56,2018,"unempl, laid off",NA,"married","high school",40,"yes","female",5,22,"yes","yes","very safe",NA,NA,NA,NA,"not legal",NA,NA,119879,1,"can't be too careful",NA,49,51,NA,13,NA,50,14755,NA,"good","female",52
