"id","age","year","wrkstat","hrs1","marital","degree","sphrs1","postlife","sex","SIBS","agekdbrn","othlang","born","neisafe","hsbio","hschem","natspac","nextgen","grass","hrlax","colsci","fmi","numpets","trust","tvhours","sop","ssi","sphrs2","educ","moos","faos","realrinc","wordsum","rhs","Male","pres"
2106,51,2018,"working fulltime",40,"married","junior college",NA,"yes","male",3,21,"no","yes","very safe",NA,NA,NA,NA,"not legal",NA,NA,24970,NA,"can't be too careful",2,47,38,NA,14,36,60,24970,9,NA,"male",48
2217,51,2018,"working fulltime",40,"married","bachelor",25,"yes","male",4,31,"no","yes","very safe","yes","yes","about right","agree",NA,2,"no",37455,NA,NA,3,39,67,NA,17,31,61,37455,9,"good","male",40
481,51,2018,"working fulltime",36,"never married","graduate",NA,"yes","female",3,NA,"no","yes","very safe",NA,NA,NA,NA,"not legal",2,NA,37455,0,"can't be too careful",2,NA,NA,NA,18,64,47,37455,6,NA,"female",64
1035,51,2018,"working fulltime",35,"never married","junior college",NA,"yes","male",1,NA,"no","yes","somewhat safe","yes","yes","about right","strongly agree",NA,2,"yes",5107,NA,NA,4,NA,NA,NA,15,25,33,908,7,"good","male",24
611,51,2018,"working fulltime",30,"married","lt high school",NA,"no","male",4,18,"no","no","somewhat safe",NA,NA,NA,"disagree",NA,3,"no",7377,NA,NA,1,NA,NA,NA,5,NA,27,NA,2,NA,"male",35
660,51,2018,"working fulltime",30,"divorced","high school",NA,"yes","male",2,26,"no","yes","somewhat safe","no","no",NA,"agree",NA,8,"no",14755,NA,NA,3,32,35,NA,14,NA,35,14755,5,NA,"male",50
1672,51,2018,"working fulltime",30,"divorced","bachelor",NA,"yes","female",1,19,"no","yes","very safe",NA,NA,NA,NA,"legal",4,NA,37455,1,"can't be too careful",NA,NA,NA,NA,14,43,NA,17025,NA,NA,"female",33
223,51,2018,"working parttime",30,"married","high school",40,"yes","male",7,20,"yes","no","somewhat safe","yes","yes",NA,"strongly agree",NA,6,"no",30645,NA,NA,2,60,83,NA,12,NA,40,NA,5,NA,"male",17
427,51,2018,"working parttime",25,"married","graduate",80,"yes","female",1,28,"yes","yes","very safe","yes","yes","too little","strongly agree","not legal",2,"yes",1589,NA,"can trust",2,72,77,NA,18,55,73,1589,7,"good","female",51
592,51,2018,"working parttime",25,"never married","bachelor",NA,"yes","male",2,33,"no","yes","somewhat unsafe",NA,NA,"too little",NA,"legal",4,NA,10782,2,"can't be too careful",NA,NA,NA,NA,16,64,44,10782,NA,"good","male",53
1191,51,2018,"working parttime",24,"married","junior college",45,"yes","female",5,25,"no","yes","very safe",NA,NA,"about right",NA,"legal",4,NA,72640,2,"can trust",NA,53,69,NA,14,64,NA,12485,NA,"good","female",64
2234,51,2018,"working parttime",3,"never married","lt high school",NA,"yes","male",10,NA,"no","yes","very safe",NA,NA,"too much",NA,"not legal",7,NA,227,1,"can't be too careful",NA,NA,NA,NA,9,NA,40,NA,NA,"fair","male",45
1164,51,2018,"working fulltime",1,"married","graduate",NA,"yes","female",2,17,"no","yes","somewhat safe","no","no","too little","strongly agree",NA,2,"yes",119879,NA,NA,4,39,67,NA,20,64,70,151050,6,"good","female",69
775,51,2018,"temp not working",NA,"married","junior college",NA,"yes","female",1,24,"no","yes","somewhat unsafe",NA,NA,"too little",NA,"legal",2,NA,45400,4,"can trust",NA,25,23,60,14,31,47,20430,NA,"good","female",57
1006,51,2018,"temp not working",NA,"divorced","graduate",NA,"yes","male",2,28,"yes","no","somewhat safe","yes","yes","too much","strongly agree","not legal",3,"yes",119879,NA,"can trust",1,48,24,NA,20,64,64,45400,6,"excellent","male",61
1734,51,2018,"retired",NA,"married","high school",67,"yes","female",2,25,"no","yes","very safe","yes","no","about right","agree",NA,NA,"no",37455,NA,NA,2,48,54,NA,12,35,42,NA,7,"good","female",35
2000,51,2018,"retired",NA,"never married","high school",NA,"yes","female",3,38,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,12485,5,"can't be too careful",3,35,31,NA,12,47,47,NA,5,NA,"female",35
164,51,2018,"keeping house",NA,"married","high school",40,"no","female",4,25,"no","no","somewhat safe",NA,NA,"about right",NA,"not legal",NA,NA,2497,0,"can't be too careful",NA,28,25,NA,15,NA,42,NA,NA,"good","female",24
2113,51,2018,"keeping house",NA,"never married","high school",NA,"yes","female",5,NA,"yes","yes","somewhat safe","yes","no","too much","agree","legal",NA,"no",6242,NA,"can't be too careful",7,NA,NA,NA,12,25,NA,NA,5,"good","female",28
1995,51,2018,"other",NA,"divorced","lt high school",NA,"yes","male",3,31,"no","yes","somewhat safe",NA,NA,NA,"agree",NA,NA,"no",5107,NA,NA,4,NA,NA,NA,8,NA,NA,NA,5,NA,"male",27
359,52,2018,"working fulltime",60,"never married","junior college",NA,"no","male",8,36,"no","yes","very safe","yes","no",NA,"agree",NA,2,"yes",37455,NA,NA,3,38,43,NA,14,24,39,37455,7,NA,"male",72
281,52,2018,"working fulltime",55,"divorced","high school",NA,"yes","female",1,28,"no","no","very safe","yes","yes",NA,"agree",NA,5,"no",30645,NA,NA,2,NA,NA,NA,12,31,48,30645,6,NA,"female",53
544,52,2018,"working fulltime",50,"married","high school",50,"no","male",11,21,"yes","no","somewhat safe",NA,NA,NA,NA,"legal",5,NA,119879,0,"can't be too careful",NA,64,84,NA,13,NA,72,37455,NA,NA,"male",42
1424,52,2018,"working fulltime",50,"married","graduate",45,"yes","male",0,32,"no","yes","very safe","yes","yes","too much","strongly agree",NA,5,"yes",63560,NA,NA,2,49,56,NA,18,45,53,30645,5,NA,"male",62
2183,52,2018,"working fulltime",50,"married","high school",50,"yes","male",4,22,"yes","yes","very safe",NA,NA,NA,NA,"not legal",1,NA,63560,2,"can't be too careful",1,35,25,NA,12,NA,47,63560,4,NA,"male",46
1792,52,2018,"working fulltime",45,"divorced","high school",NA,"yes","female",4,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",4,NA,24970,2,"can't be too careful",1,53,59,NA,12,32,28,NA,5,NA,"female",50
1729,52,2018,"working fulltime",43,"never married","high school",NA,"yes","male",1,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",3,NA,5107,0,"can't be too careful",NA,NA,NA,NA,14,NA,70,5107,NA,NA,"male",30
42,52,2018,"working fulltime",40,"never married","high school",NA,"yes","male",1,NA,"no","yes","very safe","yes","no","too much","agree",NA,6,"no",17025,NA,NA,5,NA,NA,NA,12,NA,NA,17025,5,"fair","male",42
304,52,2018,"working fulltime",40,"divorced","graduate",NA,NA,"female",1,35,"yes","yes","very safe",NA,NA,NA,NA,"legal",5,NA,54480,0,NA,2,NA,NA,NA,20,NA,60,54480,10,NA,"female",65
813,52,2018,"working fulltime",40,"married","bachelor",NA,"yes","female",0,18,"no","yes","somewhat unsafe","yes","no","about right","agree","legal",2,"no",30645,NA,"can't be too careful",1,35,34,NA,16,53,NA,NA,5,"good","female",47
1213,52,2018,"working fulltime",40,"never married","high school",NA,"no","male",2,NA,"no","yes","somewhat unsafe","no","no",NA,"strongly agree",NA,6,"no",12485,NA,NA,3,NA,NA,NA,12,28,NA,12485,9,NA,"male",37
1221,52,2018,"working fulltime",40,"married","bachelor",NA,"yes","male",4,24,"no","yes","very safe","yes","no",NA,"agree",NA,4,"yes",119879,NA,NA,1,NA,NA,NA,16,47,31,151050,5,NA,"male",58
1410,52,2018,"working fulltime",40,"married","high school",NA,"no","female",3,25,"no","yes","very safe","no","no",NA,"agree",NA,2,"no",30645,NA,NA,1,39,24,NA,13,NA,39,20430,8,"fair","female",46
1726,52,2018,"working fulltime",40,"divorced","bachelor",NA,NA,"male",2,42,"no","yes","very safe","yes","yes",NA,"disagree",NA,2,"yes",24970,NA,NA,2,NA,NA,NA,18,61,38,24970,6,NA,"male",74
1874,52,2018,"working fulltime",40,"married","high school",40,"yes","male",16,25,"yes","yes","somewhat safe","yes","yes",NA,"agree",NA,2,"no",20430,NA,NA,1,48,36,NA,13,31,28,NA,6,NA,"male",49
2069,52,2018,"working fulltime",40,"married","junior college",NA,"yes","female",4,20,"no","yes","somewhat safe",NA,NA,"about right",NA,"legal",5,NA,24970,1,"can't be too careful",NA,NA,NA,NA,14,35,48,24970,NA,"excellent","female",69
2122,52,2018,"working fulltime",40,"married","high school",NA,"yes","female",3,25,"no","yes","very safe",NA,NA,NA,NA,"legal",0,NA,10782,2,"can't be too careful",NA,35,32,NA,13,45,53,NA,NA,NA,"female",53
2319,52,2018,"working fulltime",35,"divorced","high school",NA,"no","female",2,16,"no","yes","somewhat safe",NA,NA,"about right",NA,"legal",3,NA,24970,1,"can't be too careful",NA,NA,NA,NA,12,NA,NA,24970,NA,"good","female",48
784,52,2018,"working parttime",32,"divorced","junior college",NA,"yes","female",3,25,"yes","yes","somewhat safe","no","no",NA,"agree",NA,6,"yes",8512,NA,NA,3,NA,NA,NA,17,48,24,7377,7,NA,"female",36
873,52,2018,"working parttime",28,"married","bachelor",50,"yes","female",2,28,"no","yes","very safe","yes","no","too much","strongly agree",NA,2,"yes",119879,NA,NA,2,53,69,NA,16,48,NA,6242,7,"fair","female",48
1429,52,2018,"working parttime",12,"divorced","junior college",NA,"no","female",4,24,"no","yes","very safe",NA,NA,"about right",NA,"not legal",3,NA,NA,3,"can't be too careful",NA,43,36,NA,14,25,29,12485,NA,"good","female",62
686,52,2018,"unempl, laid off",NA,"never married","high school",NA,NA,"female",1,32,"yes","yes","very safe",NA,NA,"about right",NA,"legal",NA,NA,7377,3,"can't be too careful",NA,NA,NA,NA,12,56,45,7377,NA,"good","female",31
1240,52,2018,"unempl, laid off",NA,"never married","high school",NA,"no","male",2,NA,"yes","yes","very safe","yes","no","too much","agree","not legal",NA,"no",6242,NA,"depends",2,NA,NA,NA,12,NA,50,NA,2,"good","male",20
131,52,2018,"keeping house",NA,"married","high school",40,"yes","female",4,23,"no","no","very safe",NA,NA,NA,NA,"not legal",NA,NA,NA,0,"can't be too careful",0,42,27,NA,12,NA,39,NA,6,NA,"female",NA
180,52,2018,"keeping house",NA,"never married","high school",NA,"yes","male",5,26,"no","yes","very safe","yes","no",NA,"strongly agree",NA,NA,"yes",6242,NA,NA,3,NA,NA,NA,14,31,24,NA,6,NA,"male",28
1073,52,2018,"keeping house",NA,"divorced","high school",NA,"yes","female",4,15,"no","yes","very safe","yes","no","about right","agree","not legal",NA,"yes",908,NA,"can't be too careful",12,NA,NA,NA,16,60,NA,227,6,"fair","female",37
1211,52,2018,"keeping house",NA,"divorced","high school",NA,"yes","male",5,36,"no","yes","somewhat unsafe","no","yes",NA,"strongly agree",NA,NA,"no",227,NA,NA,4,NA,NA,NA,13,28,NA,NA,6,"good","male",37
2289,52,2018,"keeping house",NA,"divorced","lt high school",NA,"yes","female",3,NA,"no","yes","very safe","yes","no","about right","agree","legal",NA,"no",227,NA,"can't be too careful",7,NA,NA,NA,11,35,NA,NA,4,"good","female",35
2305,52,2018,"keeping house",NA,"divorced","lt high school",NA,"yes","male",23,21,"no","yes","somewhat safe","no","no","too much","strongly agree",NA,NA,"no",37455,NA,NA,1,NA,NA,NA,10,48,NA,37455,5,"good","male",28
276,53,2018,"working fulltime",70,"married","bachelor",45,NA,"male",3,28,"no","yes","very safe",NA,NA,NA,NA,"legal",1,NA,54480,1,"can't be too careful",1,57,75,NA,16,53,52,45400,7,NA,"male",72
2157,53,2018,"working fulltime",70,"separated","high school",NA,"yes","male",1,20,"no","yes","somewhat safe","no","no",NA,"strongly agree",NA,0,"no",119879,NA,NA,2,NA,NA,NA,12,35,48,151050,4,NA,"male",28
191,53,2018,"working fulltime",60,"divorced","high school",NA,"yes","male",4,24,"yes","yes","somewhat safe",NA,NA,"about right",NA,"legal",6,NA,54480,2,"can trust",NA,NA,NA,NA,12,35,36,54480,NA,"excellent","male",49
599,53,2018,"working fulltime",60,"married","graduate",50,"yes","female",4,30,"no","yes","somewhat safe","no","yes","about right","agree","legal",4,"yes",119879,NA,"can't be too careful",2,61,60,NA,19,54,35,63560,8,NA,"female",58
1089,53,2018,"working fulltime",60,"married","high school",30,"yes","male",4,35,"no","yes","somewhat safe","yes","yes","about right","agree","legal",4,"no",37455,NA,"can't be too careful",3,50,57,NA,14,47,65,24970,4,NA,"male",44
1639,53,2018,"working fulltime",60,"widowed","high school",NA,"yes","female",3,20,"no","yes","very safe","yes","yes","about right","strongly agree",NA,1,"no",10782,NA,NA,0,NA,NA,NA,13,40,NA,10782,5,"fair","female",38
1805,53,2018,"working fulltime",60,"married","bachelor",50,"yes","male",5,32,"no","yes","very safe",NA,NA,"too little",NA,"legal",5,NA,45400,6,"can't be too careful",NA,63,63,NA,16,50,NA,20430,NA,"excellent","male",59
2063,53,2018,"working fulltime",60,"never married","high school",NA,"no","female",4,21,"no","no","very safe","yes","yes",NA,"strongly agree",NA,2,"no",24970,NA,NA,1,NA,NA,NA,12,64,59,8512,7,NA,"female",31
553,53,2018,"working fulltime",55,"married","bachelor",40,"yes","female",4,26,"no","yes","very safe","yes","yes","too little","agree",NA,3,"yes",72640,NA,NA,3,46,61,NA,16,31,31,45400,5,"good","female",53
856,53,2018,"working fulltime",54,"married","junior college",45,"yes","female",2,25,"no","yes","very safe",NA,NA,"about right",NA,"legal",2,NA,54480,1,"can trust",NA,49,53,NA,14,60,43,24970,NA,"good","female",50
1284,53,2018,"working fulltime",46,"married","high school",NA,"yes","male",4,25,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",3,NA,30645,2,"can trust",4,39,67,NA,11,47,35,30645,6,NA,"male",35
2322,53,2018,"working fulltime",46,"married","bachelor",14,"yes","male",3,21,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",2,NA,37455,0,"can't be too careful",NA,21,14,NA,15,NA,49,37455,NA,NA,"male",70
87,53,2018,"working fulltime",40,"never married","high school",NA,"yes","female",6,26,"yes","no","very safe",NA,NA,NA,NA,"not legal",5,NA,17025,1,"can't be too careful",3,NA,NA,NA,13,42,35,227,6,NA,"female",25
197,53,2018,"working fulltime",40,"divorced","lt high school",NA,NA,"female",5,18,"yes","no","somewhat safe","no","no","about right","agree","not legal",4,"no",30645,NA,"can't be too careful",3,NA,NA,NA,12,NA,46,10782,1,"good","female",22
410,53,2018,"working fulltime",40,"married","high school",40,"yes","male",3,32,"no","yes","very safe","yes","no","too little","strongly agree",NA,3,"yes",37455,NA,NA,2,47,65,NA,13,39,38,20430,8,"fair","male",38
567,53,2018,"working fulltime",40,"married","bachelor",40,NA,"female",4,31,"no","yes","very safe","yes","no","about right","agree",NA,4,NA,72640,NA,"can't be too careful",2,35,32,NA,16,24,35,17025,5,NA,"female",44
587,53,2018,"working fulltime",40,"married","bachelor",NA,"yes","male",6,43,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",3,NA,20430,0,"can't be too careful",3,35,25,NA,17,NA,42,20430,0,NA,"male",40
854,53,2018,"working fulltime",40,"divorced","bachelor",NA,"yes","female",4,25,"yes","no","somewhat safe","yes","yes",NA,"agree",NA,1,"yes",37455,NA,NA,2,NA,NA,NA,17,NA,26,37455,8,NA,"female",61
1069,53,2018,"working fulltime",40,"widowed","high school",NA,"yes","female",4,21,"no","yes","very safe","yes","no",NA,"disagree",NA,4,"no",24970,NA,NA,0,NA,NA,NA,13,74,67,24970,7,NA,"female",51
1472,53,2018,"working fulltime",40,"married","lt high school",32,"yes","female",3,22,"yes","no","somewhat safe","yes","no","too much","strongly agree",NA,1,"no",17025,NA,NA,1,33,13,NA,9,NA,46,17025,1,"fair","female",61
1879,53,2018,"working fulltime",40,"never married","high school",NA,"yes","female",3,16,"no","yes","somewhat safe",NA,NA,NA,NA,"not legal",3,NA,20430,0,"can't be too careful",3,NA,NA,NA,12,34,48,20430,4,NA,"female",48
2042,53,2018,"working fulltime",40,"married","graduate",50,"no","male",1,NA,"no","yes","somewhat safe","yes","yes","too little","strongly agree","legal",2,"yes",119879,NA,"can trust",0,38,59,NA,20,38,50,30645,7,"good","male",61
2016,53,2018,"working parttime",32,"married","high school",NA,"yes","female",3,NA,"yes","yes","very safe",NA,NA,NA,NA,"legal",1,NA,9647,3,"can't be too careful",2,NA,NA,NA,12,NA,44,9647,8,NA,"female",64
2075,53,2018,"working parttime",32,"divorced","high school",NA,"yes","female",2,19,"yes","no","somewhat safe","yes","no",NA,"agree",NA,0,"no",10782,NA,NA,2,NA,NA,NA,12,28,NA,5107,6,NA,"female",32
2238,53,2018,"working parttime",32,"married","lt high school",40,NA,"female",4,15,"no","yes","very safe",NA,NA,"too much",NA,"legal",2,NA,17025,7,"can't be too careful",NA,24,20,NA,8,25,31,NA,NA,"fair","female",31
1539,53,2018,"working fulltime",30,"married","high school",NA,"yes","male",6,23,"yes","no","somewhat safe","no","no",NA,"agree",NA,8,"no",8512,NA,NA,2,24,20,NA,12,35,25,8512,2,NA,"male",35
322,53,2018,"working parttime",30,"married","high school",40,"yes","male",3,21,"no","yes","very safe","no","no",NA,"agree",NA,5,"no",24970,NA,NA,8,34,34,NA,12,50,NA,4086,6,"good","male",26
704,53,2018,"working parttime",30,"never married","lt high school",NA,"no","female",9,21,"no","no","very safe","no","no",NA,"strongly agree",NA,3,"no",NA,NA,NA,2,NA,NA,NA,9,NA,NA,5107,5,NA,"female",25
631,53,2018,"working parttime",25,"married","graduate",20,NA,"female",11,25,"no","yes","very safe",NA,NA,NA,NA,"not legal",5,NA,NA,1,"can't be too careful",NA,25,23,NA,16,NA,NA,NA,NA,NA,"female",45
1062,53,2018,"working parttime",20,"divorced","lt high school",NA,"yes","male",3,20,"no","yes","somewhat safe",NA,NA,"too much",NA,"legal",0,NA,2951,0,"can't be too careful",NA,NA,NA,NA,11,60,NA,227,NA,"fair","male",41
1254,53,2018,"working parttime",20,"married","high school",40,"no","female",8,28,"no","yes","very safe","yes","no","about right","strongly agree",NA,4,"no",45400,NA,NA,1,43,61,NA,12,NA,45,9647,6,"good","female",17
499,53,2018,"working fulltime",10,"married","lt high school",10,NA,"male",7,18,"yes","yes","somewhat safe","no","no","too much","disagree","legal",3,"no",14755,NA,"can't be too careful",0,24,20,NA,10,NA,NA,14755,2,"excellent","male",24
168,53,2018,"working parttime",6,"never married","bachelor",NA,"yes","male",1,NA,"yes","no","somewhat safe",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,8,NA,NA,NA,16,NA,64,NA,3,NA,"male",24
1935,53,2018,"working parttime",6,"divorced","high school",NA,"yes","female",3,17,"no","yes","somewhat safe","yes","no",NA,"strongly agree",NA,7,"no",7377,NA,NA,1,NA,NA,NA,12,35,34,908,5,NA,"female",26
641,53,2018,"temp not working",NA,"married","bachelor",15,"no","male",1,37,"no","yes","very safe","yes","yes",NA,"strongly agree",NA,5,"yes",45400,NA,NA,2,44,52,NA,16,40,59,20430,7,NA,"male",74
886,53,2018,"temp not working",NA,"widowed","high school",NA,"yes","female",2,21,"no","yes","very safe",NA,NA,"about right",NA,"not legal",3,NA,9647,2,"can't be too careful",NA,32,38,NA,12,53,49,9647,NA,"fair","female",48
914,53,2018,"temp not working",NA,"never married","high school",NA,"no","male",4,NA,"no","yes","somewhat unsafe",NA,NA,NA,NA,"legal",2,NA,24970,1,"depends",2,NA,NA,NA,14,38,NA,24970,7,NA,"male",35
1888,53,2018,"temp not working",NA,"divorced","high school",NA,"yes","female",7,19,"yes","no","somewhat unsafe",NA,NA,NA,NA,"not legal",NA,NA,54480,NA,"can't be too careful",2,NA,NA,NA,12,NA,46,30645,7,NA,"female",32
65,53,2018,"retired",NA,"never married","lt high school",NA,"yes","male",7,NA,"yes","yes","very safe",NA,NA,NA,NA,"not legal",NA,NA,NA,0,"can't be too careful",3,NA,NA,NA,12,NA,NA,NA,3,NA,"male",35
602,53,2018,"retired",NA,"married","junior college",NA,"yes","male",1,28,"no","yes","very safe","yes","yes","too little","agree","not legal",NA,"no",45400,NA,"can trust",6,39,67,NA,14,NA,39,NA,7,"good","male",60
2296,53,2018,"retired",NA,"never married","high school",NA,"yes","female",13,21,"no","yes","very safe","yes","yes",NA,"agree",NA,NA,"no",6242,NA,NA,8,NA,NA,NA,12,33,NA,NA,7,NA,"female",40
349,53,2018,"school",NA,"never married","high school",NA,"yes","female",3,NA,"yes","yes","somewhat safe","yes","yes",NA,"strongly agree",NA,NA,"no",7377,NA,NA,8,NA,NA,NA,12,47,NA,NA,6,NA,"female",39
48,53,2018,"keeping house",NA,"married","graduate",84,"yes","female",1,33,"yes","no","very safe",NA,NA,NA,NA,"legal",NA,NA,119879,1,"can trust",3,53,73,NA,18,36,NA,NA,6,NA,"female",65
898,53,2018,"keeping house",NA,"married","lt high school",40,NA,"female",1,32,"no","yes","somewhat safe",NA,NA,"too little",NA,"legal",NA,NA,NA,1,"can't be too careful",NA,45,38,NA,12,28,24,NA,NA,"good","female",35
2070,53,2018,"keeping house",NA,"divorced","high school",NA,"yes","female",5,33,"yes","no","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,6242,2,"can trust",3,NA,NA,NA,15,24,62,NA,6,NA,"female",27
2313,53,2018,"keeping house",NA,"married","lt high school",55,"yes","female",8,21,"no","yes","very safe",NA,NA,NA,"agree",NA,NA,"no",24970,NA,NA,2,35,32,NA,8,32,NA,10782,6,NA,"female",28
1834,53,2018,"other",NA,"never married","lt high school",NA,"no","male",1,19,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,5107,0,"can't be too careful",NA,NA,NA,NA,11,36,45,NA,NA,NA,"male",35
2309,53,2018,"other",NA,"never married","high school",NA,"yes","female",4,17,"no","yes","somewhat safe","no","no",NA,"strongly agree",NA,NA,"no",227,NA,NA,2,NA,NA,NA,9,25,NA,NA,3,NA,"female",34
338,54,2018,"working fulltime",60,"married","graduate",20,"no","male",2,29,"yes","yes","very safe",NA,NA,NA,NA,"not legal",2,NA,119879,1,"can trust",NA,17,45,NA,16,64,66,151050,NA,NA,"male",72
1637,54,2018,"working fulltime",60,"married","graduate",50,"yes","female",2,24,"no","yes","very safe","yes","yes",NA,"strongly agree",NA,3,"yes",119879,NA,NA,1,45,62,NA,19,NA,49,151050,6,NA,"female",69
1029,54,2018,"working fulltime",51,"never married","high school",NA,"no","male",6,NA,"no","yes","very safe","yes","no","about right","disagree",NA,2,"no",20430,NA,NA,0,NA,NA,NA,12,35,28,20430,5,"good","male",35
1033,54,2018,"working fulltime",50,"divorced","high school",NA,"yes","male",6,28,"no","yes","very safe",NA,NA,NA,NA,"not legal",2,NA,30645,0,"can't be too careful",NA,NA,NA,NA,15,61,NA,24970,NA,NA,"male",25
826,54,2018,"working fulltime",48,"divorced","bachelor",NA,"yes","female",2,26,"yes","yes","very safe","yes","yes","too much","strongly agree",NA,0,"yes",30645,NA,"can trust",1,NA,NA,NA,16,31,NA,30645,5,"good","female",61
1771,54,2018,"working fulltime",48,"divorced","high school",NA,"no","male",4,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",4,NA,45400,0,"can trust",4,NA,NA,NA,12,NA,38,45400,6,NA,"male",47
757,54,2018,"working fulltime",45,"married","bachelor",16,"yes","male",2,NA,"yes","yes","somewhat safe","no","yes",NA,"agree",NA,6,"yes",54480,NA,NA,0,32,38,NA,20,49,25,37455,9,NA,"male",47
1760,54,2018,"working fulltime",45,"married","high school",40,"yes","male",2,36,"no","yes","very safe",NA,NA,NA,NA,"not legal",4,NA,72640,1,"can't be too careful",NA,64,82,NA,12,34,31,30645,NA,NA,"male",53
941,54,2018,"working fulltime",44,"separated","junior college",NA,"yes","female",6,17,"no","yes","very safe",NA,NA,NA,NA,"legal",4,NA,30645,0,"can trust",3,NA,NA,NA,14,50,28,30645,8,NA,"female",69
514,54,2018,"working fulltime",40,"married","bachelor",NA,NA,"male",2,28,"no","yes","very safe","yes","yes","about right","strongly agree",NA,16,"yes",72640,NA,NA,3,35,42,NA,17,45,50,72640,9,"good","male",48
681,54,2018,"working fulltime",40,"married","high school",37,"yes","male",5,20,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",3,NA,37455,1,"can't be too careful",NA,47,38,NA,15,64,33,30645,NA,NA,"male",38
739,54,2018,"working fulltime",40,"married","high school",NA,"yes","female",3,28,"no","yes","very safe",NA,NA,"about right",NA,"legal",2,NA,119879,0,"can trust",NA,48,54,NA,14,49,35,NA,NA,"excellent","female",31
1038,54,2018,"working fulltime",40,"divorced","bachelor",NA,"yes","male",2,38,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",3,NA,37455,1,"can't be too careful",2,NA,NA,NA,16,60,35,37455,6,NA,"male",64
1604,54,2018,"working fulltime",40,"never married","bachelor",NA,NA,"female",5,27,"no","yes","somewhat safe","yes","yes",NA,"agree",NA,6,"yes",4086,NA,NA,4,NA,NA,NA,16,39,45,4086,7,NA,"female",31
1616,54,2018,"working fulltime",40,"married","high school",40,"yes","male",2,26,"yes","yes","very safe",NA,NA,NA,NA,"legal",4,NA,54480,0,"can trust",2,65,80,NA,12,42,45,24970,5,NA,"male",43
1898,54,2018,"working fulltime",38,"divorced","high school",NA,"yes","female",0,19,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",5,NA,12485,3,"can't be too careful",4,NA,NA,NA,14,47,59,NA,5,NA,"female",33
1778,54,2018,"working fulltime",37,"married","high school",NA,"yes","female",2,24,"no","yes","somewhat safe",NA,NA,NA,NA,"not legal",3,NA,12485,3,"can't be too careful",NA,24,20,NA,12,32,25,10782,NA,"good","female",28
2336,54,2018,"working fulltime",37,"married","graduate",16,"no","female",7,NA,"no","yes","very safe","yes","yes",NA,"agree",NA,2,"yes",45400,NA,NA,2,58,71,NA,18,47,64,17025,9,NA,"female",59
972,54,2018,"working fulltime",30,"divorced","high school",NA,"yes","female",0,29,"no","yes","somewhat unsafe","yes","yes","about right","agree",NA,4,"no",37455,NA,"can't be too careful",3,NA,NA,NA,13,NA,74,24970,8,"good","female",63
109,54,2018,"working parttime",30,"married","bachelor",48,"yes","female",3,20,"no","yes","very safe",NA,NA,"about right",NA,"not legal",4,NA,NA,2,"can't be too careful",NA,35,32,NA,16,28,63,NA,NA,"good","female",51
264,54,2018,"working parttime",30,"married","bachelor",55,"yes","female",4,38,"no","yes","very safe",NA,NA,NA,NA,"legal",2,NA,37455,2,"can trust",3,47,57,NA,16,NA,48,NA,9,NA,"female",47
1370,54,2018,"working parttime",25,"married","high school",35,"yes","female",3,22,"no","yes","very safe",NA,NA,"about right",NA,"not legal",6,NA,30645,0,"can trust",NA,38,25,NA,14,NA,59,10782,NA,"good","female",41
1900,54,2018,"working parttime",20,"never married","high school",NA,"yes","male",4,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",7,NA,2043,0,"can't be too careful",8,NA,NA,NA,12,69,35,NA,2,NA,"male",33
1521,54,2018,"working parttime",15,"divorced","high school",NA,"yes","female",6,24,"no","no","very safe",NA,NA,"too much",NA,NA,NA,NA,6242,3,"can't be too careful",NA,NA,NA,NA,12,NA,47,2043,NA,"good","female",48
2064,54,2018,"working parttime",3,"married","bachelor",80,"yes","female",1,25,"no","yes","very safe",NA,NA,NA,NA,"not legal",8,NA,24970,4,"can trust",1,46,39,NA,18,NA,28,2043,4,NA,"female",38
1486,54,2018,"retired",NA,"divorced","high school",NA,"no","male",1,37,"no","yes","very safe","yes","yes","about right","agree","legal",NA,"yes",119879,NA,"can trust",2,NA,NA,NA,14,NA,47,5107,7,"good","male",65
2311,54,2018,"retired",NA,"married","high school",40,"no","male",2,25,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,63560,15,"can't be too careful",3,65,80,NA,13,54,35,14755,7,NA,"male",60
546,54,2018,"keeping house",NA,"married","high school",50,"yes","female",3,24,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,20430,7,"can trust",NA,39,38,NA,12,NA,38,NA,NA,"good","female",NA
